E._L._Konigsburg,The_View_from_Saturday,"Manhattan,_New_York"
Karen_Cushman,,"Chicago,_Illinois"
Sharon_Creech,Walk_Two_Moons,"South_Euclid,_Ohio"
Phyllis_Reynolds_Naylor,Shiloh_(novel),
Carolyn_Meyer,,"Lewistown,_Pennsylvania"
Lois_Lowry,The_Giver,Honolulu
Lois_Lowry,Attaboy_Sam!,Honolulu
Michael_Dorris,,"Louisville,_Kentucky"
,Pick-up_sticks,
Katherine_Paterson,Lyddie,Jiangsu
Phyllis_Reynolds_Naylor,Shiloh_(novel),
Virginia_Hamilton,,
Jerry_Spinelli,Maniac_Magee,"Norristown,_Pennsylvania"
Phyllis_Reynolds_Naylor,Shiloh_(novel),
Lois_Lowry,Number_the_Stars,Honolulu
Lois_Lowry,All_About_Sam,Honolulu
Betsy_Byars,,"Charlotte,_North_Carolina"
Phyllis_Reynolds_Naylor,Shiloh_(novel),
Betsy_Byars,,"Charlotte,_North_Carolina"
Louis_Sachar,There's_a_Boy_in_the_Girls'_Bathroom,"East_Meadow,_New_York"
Betsy_Byars,,"Charlotte,_North_Carolina"
Betsy_Byars,,"Charlotte,_North_Carolina"
Sid_Fleischman,The_Whipping_Boy,New_York_(state)
E._L._Konigsburg,Up_from_Jericho_Tel,"Manhattan,_New_York"
Lois_Lowry,Anastasia_on_Her_Own,Honolulu
Katherine_Paterson,"Come_Sing,_Jimmy_Jo",Jiangsu
Betsy_Byars,,"Charlotte,_North_Carolina"
,Devil_on_My_Back,
,Julie_of_the_Wolves,
Patricia_MacLachlan,,"Cheyenne,_Wyoming"
Lois_Lowry,,Honolulu
Irene_Hunt,,
Lois_Lowry,"Anastasia,_Ask_Your_Analyst",Honolulu
Cynthia_Voigt,,
,"Hush,_Little_Baby",
Paula_Fox,,New_York_City
Beverly_Cleary,Ramona_Forever,
Lloyd_Alexander,The_Beggar_Queen,Pennsylvania
Betsy_Byars,The_Computer_Nut,"Charlotte,_North_Carolina"
Robin_McKinley,,"Warren,_Ohio"
Patricia_MacLachlan,,"Cheyenne,_Wyoming"
Beverly_Cleary,Dear_Mr._Henshaw,
Lois_Lowry,,Honolulu
Lois_Lowry,,Honolulu
,The_Root_Cellar,
Elizabeth_George_Speare,The_Sign_of_the_Beaver,"Melrose,_Massachusetts"
Bill_Brittain,The_Wish_Giver,
Lois_Lowry,Anastasia_at_Your_Service,Honolulu
Cynthia_Voigt,,
E._L._Konigsburg,,"Manhattan,_New_York"
Beverly_Cleary,Ralph_S._Mouse,
Mary_Rodgers,,
Robin_McKinley,,"Warren,_Ohio"
,The_Guardian_of_Isis,
Betsy_Byars,,"Charlotte,_North_Carolina"
