Brock_University,,
Carleton_University,Ottawa,Ontario
Lakehead_University,"Thunder_Bay,_Ontario",
Laurentian_University,,
McMaster_University,"Hamilton,_Ontario",Ontario
Nipissing_University,"North_Bay,_Ontario","Nipissing_District,_Ontario"
Queen's_University,"Kingston,_Ontario",Ontario
Royal_Military_College_of_Canada,"Kingston,_Ontario",Ontario
Ryerson_University,Toronto,East_York
St._Jerome's_University,"Waterloo,_Ontario",Regional_Municipality_of_Waterloo
Trent_University,,
University_of_Guelph,,
University_of_Ottawa,Ottawa,Ontario
University_of_Toronto,,
University_of_Waterloo,"Waterloo,_Ontario",Regional_Municipality_of_Waterloo
University_of_Western_Ontario,"London,_Ontario",
University_of_Windsor,"Windsor,_Ontario","Essex_County,_Ontario"
Wilfrid_Laurier_University,"Waterloo,_Ontario",Regional_Municipality_of_Waterloo
