Ludwig_Bemelmans,,Meran
Marcia_Brown,,
John_Burningham,,Liverpool
Virginia_Lee_Burton,,"Newton_Centre,_Massachusetts"
,Drummer_Hoff,
Kevin_Henkes,,"Racine,_Wisconsin"
Trina_Schart_Hyman,,
Ezra_Jack_Keats,,
Arnold_Lobel,,Los_Angeles
Robert_McCloskey,,"Hamilton,_Ohio"
Robert_McCloskey,Make_Way_for_Ducklings,"Hamilton,_Ohio"
Gerald_McDermott,,
Peggy_Rathmann,,
Peggy_Rathmann,,
Allen_Say,,
William_Steig,,"Brooklyn,_New_York"
Lynd_Ward,The_Biggest_Bear,
David_Wiesner,Tuesday_(book),"Bridgewater,_New_Jersey"
Ed_Young_(illustrator),,Tianjin
Paul_O._Zelinsky,,
Margot_Zemach,,
