Ryerson_University,Toronto,East_York
McMaster_University,"Hamilton,_Ontario",Ontario
Queen's_University,"Kingston,_Ontario",Ontario
Carleton_University,Ottawa,Ontario
University_of_Guelph,,
University_of_Waterloo,"Waterloo,_Ontario",Regional_Municipality_of_Waterloo
University_of_Ottawa,Ottawa,Ontario
University_of_Western_Ontario,"London,_Ontario",
University_of_Windsor,"Windsor,_Ontario","Essex_County,_Ontario"
York_University,Toronto,East_York
Lakehead_University,"Thunder_Bay,_Ontario",
Brock_University,,
Laurentian_University,,
Wilfrid_Laurier_University,"Waterloo,_Ontario",Regional_Municipality_of_Waterloo
Trent_University,,
