Dorothy_P._Lathrop,Animals_of_the_Bible,
Thomas_Handforth,Mei_Li,
,Abraham_Lincoln_(book),
Robert_Lawson_(author),,
Robert_McCloskey,Make_Way_for_Ducklings,"Hamilton,_Ohio"
Virginia_Lee_Burton,The_Little_House,"Newton_Centre,_Massachusetts"
Louis_Slobodkin,Many_Moons,
Elizabeth_Orton_Jones,Prayer_for_a_Child,
,The_Rooster_Crows,
Leonard_Weisgard,The_Little_Island_(book),
Roger_Duvoisin,"White_Snow,_Bright_Snow",
Berta_and_Elmer_Hader,The_Big_Snow,
Leo_Politi,Song_of_the_Swallows,
Katherine_Milhous,The_Egg_Tree,Pennsylvania
Nicholas_Mordvinoff,,
Lynd_Ward,The_Biggest_Bear,
Ludwig_Bemelmans,,Meran
Marcia_Brown,"Cinderella,_or_the_Little_Glass_Slipper",
Feodor_Stepanovich_Rojankovsky,Frog_Went_A-Courtin'_(book),
Marc_Simont,A_Tree_Is_Nice,Paris
Robert_McCloskey,Time_of_Wonder,"Hamilton,_Ohio"
Barbara_Cooney,,Brooklyn
Marie_Hall_Ets,Nine_Days_to_Christmas,
Nicolas_Sidjakov,,
Marcia_Brown,Once_a_Mouse,
Ezra_Jack_Keats,The_Snowy_Day,
Maurice_Sendak,Where_the_Wild_Things_Are,New_York_Magazine
Beni_Montresor,May_I_Bring_a_Friend?,
Nonny_Hogrogian,Always_Room_for_One_More,
Evaline_Ness,,
Ed_Emberley,Drummer_Hoff,
Uri_Shulevitz,,Warsaw
William_Steig,,"Brooklyn,_New_York"
Gail_E._Haley,A_Story_a_Story,
Nonny_Hogrogian,One_Fine_Day_(book),
,The_Funny_Little_Woman,
Margot_Zemach,,
Gerald_McDermott,Arrow_to_the_Sun,
,Why_Mosquitoes_Buzz_in_People's_Ears,
Peter_Spier,,Amsterdam
Paul_Goble,The_Girl_Who_Loved_Wild_Horses,United_Kingdom
Barbara_Cooney,,Brooklyn
Arnold_Lobel,Fables_(book),Los_Angeles
Chris_Van_Allsburg,Jumanji_(short_story),"East_Grand_Rapids,_Michigan"
Marcia_Brown,Shadow_(Marcia_Brown_book),
Trina_Schart_Hyman,,
Chris_Van_Allsburg,The_Polar_Express,"East_Grand_Rapids,_Michigan"
Richard_Egielski,,
John_Schoenherr,Owl_Moon,New_York_City
Stephen_Gammell,,
Ed_Young_(illustrator),,Tianjin
David_Macaulay,,Lancashire
David_Wiesner,Tuesday_(book),"Bridgewater,_New_Jersey"
Emily_Arnold_McCully,Mirette_on_the_High_Wire,
Allen_Say,,
,Smoky_Night,
Peggy_Rathmann,,
David_Wisniewski,Golem_(book),
Paul_O._Zelinsky,Rapunzel_(book),
Mary_Azarian,Snowflake_Bentley_(book),
Simms_Taback,Joseph_Had_a_Little_Overcoat,New_York_(state)
David_Small_(author),So_You_Want_to_Be_President?,
David_Wiesner,The_Three_Pigs,"Bridgewater,_New_Jersey"
Eric_Rohmann,My_Friend_Rabbit,"Riverside,_Illinois"
Mordicai_Gerstein,The_Man_Who_Walked_Between_the_Towers,
Kevin_Henkes,Kitten's_First_Full_Moon,"Racine,_Wisconsin"
