Lois_Lowry,The_Giver,Honolulu
Karen_Hesse,Out_of_the_Dust,"Baltimore,_Maryland"
Russell_Freedman,,
Lois_Lowry,Number_the_Stars,Honolulu
Paul_Fleischman,,"Monterey,_California"
,A_Wrinkle_in_Time,
Katherine_Paterson,Bridge_to_Terabithia_(novel),Jiangsu
,"Roll_of_Thunder,_Hear_My_Cry",
E._L._Konigsburg,The_View_from_Saturday,"Manhattan,_New_York"
Karen_Cushman,,"Chicago,_Illinois"
Patricia_MacLachlan,,"Cheyenne,_Wyoming"
Linda_Sue_Park,A_Single_Shard,"Urbana,_Illinois"
Kate_DiCamillo,The_Tale_of_Despereaux,Philadelphia
William_H._Armstrong,NULL,"Lexington,_Virginia"
Ellen_Raskin,The_Westing_Game,
Cynthia_Voigt,,
Maia_Wojciechowska,Shadow_of_a_Bull,
E._L._Konigsburg,From_the_Mixed-Up_Files_of_Mrs._Basil_E._Frankweiler,"Manhattan,_New_York"
Virginia_Hamilton,"M._C._Higgins,_the_Great",
Richard_Peck,A_Year_Down_Yonder,
Elizabeth_George_Speare,The_Bronze_Bow,"Melrose,_Massachusetts"
Sid_Fleischman,The_Whipping_Boy,New_York_(state)
Cynthia_Rylant,Missing_May,
Louis_Sachar,Holes_(novel),"East_Meadow,_New_York"
William_Pène_du_Bois,The_Twenty-One_Balloons,
Joseph_Krumgold,Onion_John,
Elizabeth_Gray_Vining,Adam_of_the_Road,
Marguerite_Henry,King_of_the_Wind,Milwaukee
Joan_Blos,,
Kate_Seredy,The_White_Stag,
Christopher_Paul_Curtis,"Bud,_Not_Buddy","Flint,_Michigan"
Jerry_Spinelli,Maniac_Magee,"Norristown,_Pennsylvania"
Beverly_Cleary,Dear_Mr._Henshaw,
Esther_Forbes,Johnny_Tremain,"Westborough,_Massachusetts"
Paula_Fox,The_Slave_Dancer,New_York_City
Dhan_Gopal_Mukerji,"Gay_Neck,_the_Story_of_a_Pigeon",
Armstrong_Sperry,Call_It_Courage,"New_Haven,_CT"
Katherine_Paterson,Jacob_Have_I_Loved,Jiangsu
Hugh_Lofting,The_Voyages_of_Doctor_Dolittle,Maidenhead
Hendrik_Willem_van_Loon,The_Story_of_Mankind,
Elizabeth_George_Speare,The_Witch_of_Blackbird_Pond,"Melrose,_Massachusetts"
Ann_Nolan_Clark,Secret_of_the_Andes,
Robin_McKinley,,"Warren,_Ohio"
Arthur_Bowie_Chrisman,Shen_of_the_Sea,
Phyllis_Reynolds_Naylor,Shiloh_(novel),
Jean_Craighead_George,Julie_of_the_Wolves,
