"San_Ramon,_California",TRIGA,,
Cornell_University,"Ithaca,_New_York",TRIGA,New_York_(state)
Dow_Chemical_Company,"Midland,_Michigan",TRIGA,"Bay_County,_Michigan"
General_Electric,"Sunol,_California",,
Idaho_State_University,"Pocatello,_Idaho",,Idaho
Massachusetts_Institute_of_Technology,"Cambridge,_Massachusetts",,Massachusetts
"Gaithersburg,_Maryland",TRIGA,,
North_Carolina_State_University,"Raleigh,_North_Carolina",,"Wake_County,_North_Carolina"
Ohio_State_University,"Columbus,_Ohio",,"Delaware_County,_Ohio"
Oregon_State_University,"Corvallis,_Oregon",TRIGA,"Benton_County,_Oregon"
Pennsylvania_State_University,"University_Park,_Pennsylvania",TRIGA,
Purdue_University,"West_Lafayette,_Indiana",Lockheed_(comics),Indiana
Reed_College,"Portland,_Oregon",TRIGA,Oregon
Rensselaer_Polytechnic_Institute,"Schenectady,_New_York",,New_York_(state)
Texas_A\ampM_University,"College_Station,_Texas",TRIGA,"Brazos_County,_Texas"
University_of_Arizona,"Tucson,_Arizona",TRIGA,Arizona
"University_of_California,_Davis","Sacramento,_California",,Sacramento_Valley
"University_of_California,_Irvine","Irvine,_California",TRIGA,California
University_of_Florida,"Gainesville,_Florida",,Florida
"University_of_Maryland,_College_Park","College_Park,_Maryland",TRIGA,Maryland
University_of_Massachusetts_Lowell,,,
University_of_Michigan,,,
"Columbia,_Missouri",,,
Malaysia_University_of_Science_\amp_Technology,"Rolla,_Missouri",,"Phelps_County,_Missouri"
University_of_New_Mexico,"Albuquerque,_New_Mexico",Galaxy_AGN_classification,New_Mexico
University_of_Texas_at_Austin,"Austin,_Texas",TRIGA,Texas
University_of_Utah,"Salt_Lake_City,_Utah",TRIGA,
University_of_Wisconsin-Madison,"Madison,_Wisconsin",TRIGA,"Dane_County,_Wisconsin"
United_States_Geological_Survey,"Denver,_Colorado",TRIGA,
"Omaha,_Nebraska",TRIGA,,
Washington_State_University,"Pullman,_Washington",TRIGA,"Whitman_County,_Washington"
Worcester_Polytechnic_Institute,"Worcester_County,_Massachusetts",,
